Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age_Group,Day of week,Time of day
20214008,SA,8,2021,Thursday,14:00,Single,No,No,No,100,Driver,Male,90,Outer Regional Australia,South Australia - South East,Tatiara (DC),Arterial Road,No,No,75_or_older,Weekday,Day
20214008,SA,8,2021,Thursday,14:00,Single,No,No,No,100,Passenger,Female,85,Outer Regional Australia,South Australia - South East,Tatiara (DC),Arterial Road,No,No,75_or_older,Weekday,Day
20211123,NSW,8,2021,Monday,14:00,Single,No,Yes,No,60,Driver,Male,76,Inner Regional Australia,Riverina,Wagga Wagga,Sub-arterial Road,No,No,75_or_older,Weekday,Day
20211021,NSW,8,2021,Friday,15:00,Single,No,No,No,80,Driver,Male,82,Inner Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road,No,No,75_or_older,Weekday,Day
20215049,WA,8,2021,Wednesday,22:00,Multiple,No,No,No,50,Passenger,Female,82,,,,,No,No,75_or_older,Weekday,Night
20212014,Vic,8,2021,Friday,9:00,Multiple,No,No,No,60,Passenger,Male,-9,Major Cities of Australia,Melbourne - Inner,Melbourne (C),Arterial Road,No,No,,Weekday,Day
20212150,Vic,8,2021,Sunday,19:00,Single,No,No,No,60,Pedestrian,Male,49,Major Cities of Australia,Melbourne - North East,Banyule (C),Arterial Road,No,No,40_to_64,Weekend,Night
20217021,NT,8,2021,Saturday,19:00,Single,No,No,No,50,Pedestrian,Male,15,Outer Regional Australia,Darwin,Darwin (C),Sub-arterial Road,No,No,0_to_16,Weekend,Night
20212005,Vic,8,2021,Sunday,17:00,Single,No,No,No,80,Pedestrian,Male,16,Major Cities of Australia,Melbourne - Inner South,Kingston (C) (Vic.),Local Road,No,No,0_to_16,Weekend,Day
20212055,Vic,8,2021,Wednesday,11:00,Single,No,No,No,60,Pedestrian,Female,63,Major Cities of Australia,Melbourne - Inner South,Glen Eira (C),National or State Highway,No,No,40_to_64,Weekday,Day
20212028,Vic,8,2021,Wednesday,16:00,Single,No,Yes,No,50,Pedestrian,Male,80,Major Cities of Australia,Melbourne - South East,Cardinia (S),Local Road,No,No,75_or_older,Weekday,Day
20212143,Vic,8,2021,Monday,11:00,Single,No,No,No,,Pedestrian,Female,80,Major Cities of Australia,Melbourne - North West,Hume (C),Local Road,No,No,75_or_older,Weekday,Day
20216019,Tas,8,2021,Tuesday,11:00,Single,No,Yes,No,50,Pedestrian,Female,79,Outer Regional Australia,West and North West,Burnie (C),Local Road,No,No,75_or_older,Weekday,Day
20213010,Qld,8,2021,Tuesday,3:00,Single,No,No,No,60,Pedestrian,Male,77,Major Cities of Australia,Gold Coast,Gold Coast (C),National or State Highway,No,No,75_or_older,Weekday,Night
20213023,Qld,8,2021,Monday,20:00,Multiple,No,No,No,110,Pedestrian,Male,17,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),National or State Highway,No,No,17_to_25,Weekday,Night
20213020,Qld,7,2021,Saturday,2:00,Single,No,No,No,60,Driver,Female,31,Outer Regional Australia,Wide Bay,Gympie (R),National or State Highway,No,No,26_to_39,Weekend,Night
20213040,Qld,7,2021,Saturday,2:00,Single,No,No,No,60,Driver,Male,35,Remote Australia,Mackay - Isaac - Whitsunday,Isaac (R),Local Road,No,No,26_to_39,Weekend,Night
20211135,NSW,7,2021,Saturday,2:00,Single,No,No,No,60,Motorcycle rider,Male,40,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Arterial Road,No,No,40_to_64,Weekend,Night
20212074,Vic,7,2021,Saturday,19:00,Single,No,No,Yes,100,Driver,Male,52,Inner Regional Australia,North West,Northern Grampians (S),National or State Highway,No,No,40_to_64,Weekend,Night
20214025,SA,7,2021,Friday,22:00,Multiple,No,No,No,110,Driver,Male,19,Outer Regional Australia,South Australia - South East,Wattle Range (DC),Arterial Road,No,No,17_to_25,Weekend,Night
20212154,Vic,7,2021,Friday,20:00,Single,No,No,No,100,Driver,Male,22,Inner Regional Australia,Melbourne - North West,Macedon Ranges (S),Local Road,No,No,17_to_25,Weekend,Night
20213059,Qld,7,2021,Friday,23:00,Multiple,No,No,No,60,Passenger,Female,20,Outer Regional Australia,Cairns,Cairns (R),Sub-arterial Road,No,No,17_to_25,Weekend,Night
20212008,Vic,7,2021,Monday,3:00,Multiple,No,No,No,100,Pedestrian,Female,63,Major Cities of Australia,Melbourne - South East,Casey (C),National or State Highway,No,No,40_to_64,Weekend,Night
20213162,Qld,7,2021,Saturday,20:00,Multiple,No,No,No,70,Motorcycle rider,Male,17,Inner Regional Australia,Sunshine Coast,Noosa (S),Sub-arterial Road,No,No,17_to_25,Weekend,Night
20215070,WA,7,2021,Sunday,18:00,Single,No,No,No,110,Driver,Male,34,,,,,No,No,26_to_39,Weekend,Night
20213070,Qld,7,2021,Friday,22:00,Multiple,No,No,No,60,Driver,Male,18,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Collector Road,No,No,17_to_25,Weekend,Night
20212048,Vic,7,2021,Sunday,3:00,Single,No,No,No,100,Driver,Male,27,Inner Regional Australia,Latrobe - Gippsland,Wellington (S),Local Road,No,No,26_to_39,Weekend,Night
20213007,Qld,7,2021,Friday,18:00,Multiple,No,No,No,110,Driver,Male,59,Remote Australia,Townsville,Charters Towers (R),National or State Highway,No,No,40_to_64,Weekend,Night
20213007,Qld,7,2021,Friday,18:00,Multiple,No,No,No,110,Driver,Male,45,Remote Australia,Townsville,Charters Towers (R),National or State Highway,No,No,40_to_64,Weekend,Night
20213007,Qld,7,2021,Friday,18:00,Multiple,No,No,No,110,Passenger,Male,58,Remote Australia,Townsville,Charters Towers (R),National or State Highway,No,No,40_to_64,Weekend,Night
20217008,NT,7,2021,Sunday,4:00,Single,No,No,No,130,Passenger,Female,30,Very Remote Australia,Northern Territory - Outback,Barkly (R),National or State Highway,No,No,26_to_39,Weekend,Night
20213058,Qld,7,2021,Saturday,22:00,Single,No,No,No,70,Passenger,Female,28,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-arterial Road,No,No,26_to_39,Weekend,Night
20215051,WA,7,2021,Saturday,18:00,Multiple,No,No,No,60,Other/-9,Male,61,,,,,No,No,40_to_64,Weekend,Night
20212040,Vic,7,2021,Sunday,1:00,Single,No,No,No,60,Driver,Male,18,Major Cities of Australia,Melbourne - North East,Whittlesea (C),Local Road,No,No,17_to_25,Weekend,Night
20215097,WA,7,2021,Wednesday,5:00,Single,No,No,No,50,Passenger,Male,52,,,,,No,No,40_to_64,Weekday,Night
20215052,WA,7,2021,Saturday,1:00,Single,No,No,No,110,Driver,Male,18,,,,,No,No,17_to_25,Weekend,Night
20212040,Vic,7,2021,Sunday,1:00,Single,No,No,No,60,Passenger,Male,18,Major Cities of Australia,Melbourne - North East,Whittlesea (C),Local Road,No,No,17_to_25,Weekend,Night
20215035,WA,7,2021,Friday,21:00,Multiple,No,No,No,70,Driver,Male,58,,,,,No,No,40_to_64,Weekend,Night
20216018,Tas,7,2021,Thursday,20:00,Single,No,No,No,60,Passenger,Male,33,Very Remote Australia,West and North West,King Island (M),Arterial Road,No,No,26_to_39,Weekday,Night
20211145,NSW,7,2021,Friday,20:00,Multiple,No,Yes,No,100,Pedestrian,Male,15,Inner Regional Australia,Central West,Orange,National or State Highway,No,No,0_to_16,Weekend,Night
20212162,Vic,7,2021,Wednesday,1:00,Single,No,No,No,70,Passenger,Male,17,Major Cities of Australia,Melbourne - Inner East,Whitehorse (C),National or State Highway,No,No,17_to_25,Weekday,Night
20213085,Qld,7,2021,Tuesday,21:00,Single,No,No,No,80,Motorcycle rider,Male,31,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-arterial Road,No,No,26_to_39,Weekday,Night
20215024,WA,7,2021,Saturday,17:00,Multiple,No,Yes,No,90,Driver,Male,28,,,,,No,No,26_to_39,Weekend,Day
20213080,Qld,7,2021,Sunday,10:00,Single,No,No,No,100,Driver,Female,60,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday (R),National or State Highway,No,No,40_to_64,Weekend,Day
20214051,SA,7,2021,Saturday,7:00,Single,No,No,No,60,Passenger,Female,51,Outer Regional Australia,South Australia - South East,Kingston (DC) (SA),Arterial Road,No,No,40_to_64,Weekend,Day
20216001,Tas,7,2021,Sunday,11:00,Multiple,No,No,No,110,Passenger,Female,46,Outer Regional Australia,Launceston and North East,Meander Valley (M),National or State Highway,No,No,40_to_64,Weekend,Day
20216001,Tas,7,2021,Sunday,11:00,Multiple,No,No,No,110,Driver,Male,46,Outer Regional Australia,Launceston and North East,Meander Valley (M),National or State Highway,No,No,40_to_64,Weekend,Day
20215001,WA,7,2021,Thursday,8:00,Single,No,No,No,80,Driver,Male,27,,,,,No,No,26_to_39,Weekday,Day
20213153,Qld,7,2021,Sunday,10:00,Single,No,No,No,100,Motorcycle rider,Male,55,Inner Regional Australia,Central Queensland,Livingstone (S),Sub-arterial Road,No,No,40_to_64,Weekend,Day
20212018,Vic,7,2021,Saturday,13:00,Single,No,No,No,110,Passenger,Male,67,Outer Regional Australia,North West,Buloke (S),National or State Highway,No,No,65_to_74,Weekend,Day
20215061,WA,7,2021,Saturday,8:00,Multiple,No,No,No,100,Driver,Male,73,,,,,No,No,65_to_74,Weekend,Day
20213100,Qld,7,2021,Saturday,11:00,Single,No,No,No,100,Driver,Female,39,Inner Regional Australia,Ipswich,Somerset (R),Local Road,No,No,26_to_39,Weekend,Day
20214031,SA,7,2021,Saturday,16:00,Single,No,No,No,100,Driver,Male,33,Outer Regional Australia,South Australia - Outback,Port Augusta (C),Local Road,No,No,26_to_39,Weekend,Day
20211028,NSW,7,2021,Saturday,17:00,Multiple,No,No,No,60,Motorcycle rider,Male,27,Major Cities of Australia,Sydney - Outer South West,Camden,Arterial Road,No,No,26_to_39,Weekend,Day
20215102,WA,7,2021,Wednesday,10:00,Multiple,No,No,No,50,Pedestrian,Male,86,,,,,No,No,75_or_older,Weekday,Day
20215086,WA,7,2021,Sunday,21:00,Single,No,No,No,,Passenger,Female,12,,,,,No,No,0_to_16,Weekend,Night
20213160,Qld,7,2021,Friday,14:00,Multiple,No,No,No,100,Driver,Male,60,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),National or State Highway,No,No,40_to_64,Weekday,Day
20213006,Qld,7,2021,Wednesday,6:00,Multiple,No,No,Yes,100,Driver,Female,39,Outer Regional Australia,Cairns,Mareeba (S),National or State Highway,No,No,26_to_39,Weekday,Day
20213006,Qld,7,2021,Wednesday,6:00,Multiple,No,No,Yes,100,Driver,Male,56,Outer Regional Australia,Cairns,Mareeba (S),National or State Highway,No,No,40_to_64,Weekday,Day
20213070,Qld,7,2021,Friday,22:00,Multiple,No,No,No,60,Passenger,Male,17,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Collector Road,No,No,17_to_25,Weekend,Night
20213018,Qld,7,2021,Monday,12:00,Multiple,No,No,Yes,90,Driver,Male,49,Inner Regional Australia,Toowoomba,Lockyer Valley (R),Undetermined,No,No,40_to_64,Weekday,Day
20213111,Qld,7,2021,Thursday,10:00,Multiple,No,No,Yes,100,Passenger,Female,12,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Sub-arterial Road,No,No,0_to_16,Weekday,Day
20213111,Qld,7,2021,Thursday,10:00,Multiple,No,No,Yes,100,Passenger,Female,29,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20211100,NSW,7,2021,Tuesday,6:00,Single,No,No,No,110,Driver,Male,44,Inner Regional Australia,Newcastle and Lake Macquarie,Lake Macquarie,National or State Highway,No,No,40_to_64,Weekday,Day
20214002,SA,7,2021,Wednesday,15:00,Single,No,No,No,110,Driver,Male,40,Outer Regional Australia,Barossa - Yorke - Mid North,Mount Remarkable (DC),National or State Highway,No,No,40_to_64,Weekday,Day
20214002,SA,7,2021,Wednesday,15:00,Single,No,No,No,110,Passenger,Female,61,Outer Regional Australia,Barossa - Yorke - Mid North,Mount Remarkable (DC),National or State Highway,No,No,40_to_64,Weekday,Day
20211075,NSW,7,2021,Sunday,1:00,Single,No,No,No,100,Driver,Male,19,Outer Regional Australia,Central West,Cowra,Sub-arterial Road,No,No,17_to_25,Weekend,Night
20213037,Qld,7,2021,Monday,16:00,Single,No,No,Yes,60,Driver,Male,59,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),National or State Highway,No,No,40_to_64,Weekday,Day
20212071,Vic,7,2021,Friday,16:00,Multiple,No,No,Yes,110,Driver,Male,58,Inner Regional Australia,Hume,Strathbogie (S),National or State Highway,No,No,40_to_64,Weekday,Day
20212057,Vic,7,2021,Thursday,9:00,Single,No,No,Yes,100,Driver,Male,63,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),National or State Highway,No,No,40_to_64,Weekday,Day
20213147,Qld,7,2021,Friday,15:00,Single,No,No,No,100,Passenger,Female,54,Outer Regional Australia,Wide Bay,Bundaberg (R),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20211078,NSW,7,2021,Thursday,10:00,Multiple,No,No,No,100,Driver,Female,55,Outer Regional Australia,Far West and Orana,Dubbo Regional,Sub-arterial Road,No,No,40_to_64,Weekday,Day
20212032,Vic,7,2021,Friday,15:00,Multiple,No,No,No,40,Driver,Male,45,Major Cities of Australia,Melbourne - West,Wyndham (C),National or State Highway,No,No,40_to_64,Weekday,Day
20211124,NSW,7,2021,Friday,18:00,Single,No,No,No,60,Passenger,Male,33,Major Cities of Australia,Sydney - Outer South West,Campbelltown,Collector Road,No,No,26_to_39,Weekend,Night
20213082,Qld,7,2021,Wednesday,15:00,Single,No,No,No,100,Motorcycle rider,Male,59,Outer Regional Australia,Darling Downs - Maranoa,Western Downs (R),Local Road,No,No,40_to_64,Weekday,Day
20215065,WA,7,2021,Friday,17:00,Multiple,No,No,No,60,Motorcycle rider,Male,31,,,,,No,No,26_to_39,Weekday,Day
20211018,NSW,7,2021,Monday,6:00,Single,No,No,No,60,Driver,Male,45,Inner Regional Australia,Mid North Coast,Mid-Coast,Arterial Road,No,No,40_to_64,Weekday,Day
20212029,Vic,7,2021,Thursday,17:00,Multiple,No,No,No,70,Motorcycle rider,Male,45,Major Cities of Australia,Melbourne - West,Brimbank (C),Local Road,No,No,40_to_64,Weekday,Day
20215029,WA,7,2021,Monday,9:00,Multiple,No,No,No,60,Pedestrian,Female,82,,,,,No,No,75_or_older,Weekday,Day
20217007,NT,7,2021,Thursday,15:00,Single,No,No,No,110,Driver,Male,49,Very Remote Australia,Northern Territory - Outback,MacDonnell (R),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20211108,NSW,7,2021,Thursday,14:00,Single,No,No,No,100,Driver,Male,40,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Arterial Road,No,No,40_to_64,Weekday,Day
20211127,NSW,7,2021,Wednesday,15:00,Multiple,No,No,No,100,Driver,Male,33,Outer Regional Australia,Riverina,Narrandera,Sub-arterial Road,No,No,26_to_39,Weekday,Day
20213120,Qld,7,2021,Thursday,7:00,Multiple,No,No,No,110,Passenger,Male,7,Outer Regional Australia,Darling Downs - Maranoa,Toowoomba (R),National or State Highway,No,No,0_to_16,Weekday,Day
20213120,Qld,7,2021,Thursday,7:00,Multiple,No,No,No,110,Passenger,Female,5,Outer Regional Australia,Darling Downs - Maranoa,Toowoomba (R),National or State Highway,No,No,0_to_16,Weekday,Day
20214014,SA,7,2021,Monday,13:00,Single,No,No,No,110,Driver,Male,73,Inner Regional Australia,Barossa - Yorke - Mid North,Mallala (DC),National or State Highway,No,No,65_to_74,Weekday,Day
20214034,SA,7,2021,Wednesday,6:00,Single,No,No,No,80,Motorcycle rider,Male,66,Major Cities of Australia,Adelaide - South,Marion (C),National or State Highway,No,No,65_to_74,Weekday,Day
20218006,ACT,7,2021,Thursday,13:00,Single,No,No,No,60,Driver,Male,92,,,,,No,No,75_or_older,Weekday,Day
20214038,SA,7,2021,Thursday,16:00,Single,No,No,No,100,Passenger,Male,9,Very Remote Australia,South Australia - Outback,Elliston (DC),Sub-arterial Road,No,No,0_to_16,Weekday,Day
20211058,NSW,7,2021,Friday,10:00,Multiple,No,No,No,60,Driver,Female,79,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road,No,No,75_or_older,Weekday,Day
20211178,NSW,7,2021,Tuesday,22:00,Single,No,No,No,50,Motorcycle rider,Male,55,Outer Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,Local Road,No,No,40_to_64,Weekday,Night
20212036,Vic,7,2021,Tuesday,2:00,Multiple,No,No,No,80,Driver,Male,57,Major Cities of Australia,Melbourne - Outer East,Maroondah (C),Arterial Road,No,No,40_to_64,Weekday,Night
20216005,Tas,7,2021,Friday,4:00,Single,No,No,No,100,Driver,Male,57,Outer Regional Australia,Launceston and North East,George Town (M),Collector Road,No,No,40_to_64,Weekday,Night
20212140,Vic,7,2021,Tuesday,12:00,Multiple,No,No,No,100,Pedal cyclist,Female,79,Inner Regional Australia,Latrobe - Gippsland,Baw Baw (S),Arterial Road,No,No,75_or_older,Weekday,Day
20212090,Vic,7,2021,Tuesday,12:00,Single,No,No,No,50,Driver,Female,84,Major Cities of Australia,Melbourne - West,Brimbank (C),Local Road,No,No,75_or_older,Weekday,Day
20212147,Vic,7,2021,Friday,16:00,Single,No,No,No,60,Driver,Male,77,Inner Regional Australia,Bendigo,Mount Alexander (S),National or State Highway,No,No,75_or_older,Weekday,Day
20217013,NT,7,2021,Wednesday,19:00,Multiple,No,No,No,80,Pedestrian,Female,53,Outer Regional Australia,Darwin,Palmerston (C),Arterial Road,No,No,40_to_64,Weekday,Night
20213003,Qld,7,2021,Friday,16:00,Multiple,No,No,No,100,Driver,Female,24,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),National or State Highway,No,No,17_to_25,Weekday,Day
20216021,Tas,7,2021,Monday,14:00,Multiple,No,No,Yes,110,Driver,Female,25,Outer Regional Australia,Launceston and North East,Northern Midlands (M),National or State Highway,No,No,17_to_25,Weekday,Day
20211012,NSW,7,2021,Thursday,21:00,Multiple,No,No,No,50,Motorcycle rider,Male,27,Inner Regional Australia,Richmond - Tweed,Richmond Valley,Local Road,No,No,26_to_39,Weekday,Night
20211171,NSW,7,2021,Monday,16:00,Multiple,No,No,No,50,Motorcycle rider,Male,19,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Local Road,No,No,17_to_25,Weekday,Day
20213151,Qld,7,2021,Monday,17:00,Single,No,No,No,50,Motorcycle rider,Male,17,Major Cities of Australia,Logan - Beaudesert,Logan (C),Local Road,No,No,17_to_25,Weekday,Day
20213121,Qld,7,2021,Wednesday,6:00,Multiple,No,No,No,70,Driver,Male,23,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Local Road,No,No,17_to_25,Weekday,Day
20212007,Vic,7,2021,Monday,20:00,Multiple,No,No,No,60,Passenger,Female,68,Major Cities of Australia,Melbourne - South East,Monash (C),Local Road,No,No,65_to_74,Weekday,Night
20216021,Tas,7,2021,Monday,14:00,Multiple,No,No,Yes,110,Passenger,Male,36,Outer Regional Australia,Launceston and North East,Northern Midlands (M),National or State Highway,No,No,26_to_39,Weekday,Day
20213131,Qld,7,2021,Tuesday,4:00,Single,No,No,No,60,Driver,Female,19,Major Cities of Australia,Brisbane - South,Brisbane (C),Sub-arterial Road,No,No,17_to_25,Weekday,Night
20215039,WA,7,2021,Wednesday,20:00,Single,No,No,No,,Passenger,Female,40,,,,,No,No,40_to_64,Weekday,Night
20215106,WA,7,2021,Monday,9:00,Single,No,No,No,110,Motorcycle rider,Male,29,,,,,No,No,26_to_39,Weekday,Day
20213120,Qld,7,2021,Thursday,7:00,Multiple,No,No,No,110,Passenger,Female,35,Outer Regional Australia,Darling Downs - Maranoa,Toowoomba (R),National or State Highway,No,No,26_to_39,Weekday,Day
20212025,Vic,7,2021,Friday,17:00,Single,No,No,No,100,Driver,Male,30,Inner Regional Australia,Geelong,Golden Plains (S),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20211160,NSW,7,2021,Tuesday,21:00,Single,No,No,No,50,Driver,Male,81,Inner Regional Australia,New England and North West,Armidale Regional,Local Road,No,No,75_or_older,Weekday,Night
20213130,Qld,7,2021,Friday,14:00,Multiple,No,No,No,60,Passenger,Female,77,Major Cities of Australia,Brisbane - West,Brisbane (C),Local Road,No,No,75_or_older,Weekday,Day
20217002,NT,7,2021,Saturday,5:00,Single,No,No,No,100,Pedestrian,Male,37,Outer Regional Australia,Darwin,Litchfield (M),National or State Highway,No,No,26_to_39,Weekend,Night
20211090,NSW,7,2021,Sunday,19:00,Single,No,No,No,70,Pedestrian,Male,52,Inner Regional Australia,Mid North Coast,Mid-Coast,Arterial Road,No,No,40_to_64,Weekend,Night
20211050,NSW,7,2021,Monday,3:00,Single,No,No,Yes,110,Pedestrian,Male,48,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,National or State Highway,No,No,40_to_64,Weekend,Night
20211179,NSW,7,2021,Saturday,7:00,Single,No,No,No,60,Pedestrian,Male,53,Outer Regional Australia,Murray,Wentworth,National or State Highway,No,No,40_to_64,Weekend,Day
20216004,Tas,7,2021,Monday,22:00,Single,No,No,No,100,Driver,Male,22,Inner Regional Australia,Hobart,Clarence (C),Collector Road,No,No,17_to_25,Weekday,Night
20212087,Vic,7,2021,Saturday,10:00,Single,No,No,No,60,Pedestrian,Female,78,Major Cities of Australia,Geelong,Greater Geelong (C),Local Road,No,No,75_or_older,Weekend,Day
20212099,Vic,7,2021,Thursday,1:00,Multiple,No,No,No,80,Motorcycle rider,Male,26,Major Cities of Australia,Melbourne - South East,Casey (C),Local Road,No,No,26_to_39,Weekday,Night
20217022,NT,7,2021,Thursday,3:00,Single,No,No,No,100,Driver,Male,36,Outer Regional Australia,Darwin,Litchfield (M),Sub-arterial Road,No,No,26_to_39,Weekday,Night
