Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age_Group,Day of week,Time of day
20201003,NSW,10,2020,Saturday,12:00,Multiple,No,No,No,100,Motorcycle rider,Male,31,Outer Regional Australia,New England and North West,Narrabri,Arterial Road,No,No,26_to_39,Weekend,Day
20204028,SA,10,2020,Tuesday,7:00,Single,No,No,No,110,Passenger,Female,35,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,26_to_39,Weekday,Day
20205133,WA,10,2020,Wednesday,14:00,Single,No,No,No,110,Driver,Male,31,,,,,No,No,26_to_39,Weekday,Day
20205005,WA,10,2020,Thursday,12:00,Single,No,No,No,80,Motorcycle rider,Male,35,,,,,No,No,26_to_39,Weekday,Day
20203086,Qld,10,2020,Friday,8:00,Single,No,No,No,80,Motorcycle rider,Male,45,Very Remote Australia,Queensland - Outback,Cook (S),Collector Road,No,No,40_to_64,Weekday,Day
20205105,WA,10,2020,Tuesday,16:00,Multiple,Yes,No,No,50,Pedal cyclist,Male,54,,,,,No,No,40_to_64,Weekday,Day
20201105,NSW,10,2020,Wednesday,17:00,Single,No,No,No,80,Motorcycle rider,Male,41,Inner Regional Australia,Newcastle and Lake Macquarie,Lake Macquarie,Collector Road,No,No,40_to_64,Weekday,Day
20206017,Tas,10,2020,Tuesday,16:00,Multiple,No,No,No,50,Driver,Male,50,Inner Regional Australia,Hobart,Hobart (C),Arterial Road,No,No,40_to_64,Weekday,Day
20203126,Qld,10,2020,Tuesday,17:00,Multiple,No,No,No,100,Driver,Female,43,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20202006,Vic,10,2020,Friday,8:00,Single,No,No,No,110,Driver,Male,43,Inner Regional Australia,Hume,Mitchell (S),National or State Highway,No,No,40_to_64,Weekday,Day
20203044,Qld,10,2020,Monday,15:00,Multiple,No,No,Yes,100,Driver,Female,39,Outer Regional Australia,Queensland - Outback,Mareeba (S),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20203157,Qld,10,2020,Thursday,8:00,Multiple,No,No,No,100,Driver,Female,32,Inner Regional Australia,Central Queensland,Livingstone (S),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20202085,Vic,10,2020,Friday,15:00,Multiple,No,No,Yes,100,Passenger,Male,8,Inner Regional Australia,Latrobe - Gippsland,South Gippsland (S),Access road,No,No,0_to_16,Weekday,Day
20201232,NSW,10,2020,Saturday,5:00,Multiple,No,No,No,100,Driver,Male,25,Inner Regional Australia,Illawarra,Wollondilly,Arterial Road,No,No,17_to_25,Weekend,Night
20202109,Vic,10,2020,Monday,16:00,Multiple,No,No,No,100,Driver,Male,19,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges (S),Arterial Road,No,No,17_to_25,Weekday,Day
20203158,Qld,10,2020,Monday,9:00,Single,No,No,No,60,Motorcycle rider,Male,40,Inner Regional Australia,Ipswich,Scenic Rim (R),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20201147,NSW,10,2020,Wednesday,10:00,Multiple,No,No,No,100,Motorcycle rider,Male,64,Inner Regional Australia,Richmond - Tweed,Tweed,Arterial Road,No,No,40_to_64,Weekday,Day
20203177,Qld,10,2020,Wednesday,10:00,Multiple,No,No,No,100,Passenger,Female,59,Inner Regional Australia,Wide Bay,Gympie (R),National or State Highway,No,No,40_to_64,Weekday,Day
20206015,Tas,10,2020,Friday,12:00,Multiple,No,No,No,110,Driver,Male,48,Outer Regional Australia,Launceston and North East,Northern Midlands (M),National or State Highway,No,No,40_to_64,Weekday,Day
20203145,Qld,10,2020,Friday,10:00,Single,No,No,Yes,100,Driver,Male,56,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20203061,Qld,10,2020,Saturday,18:00,Single,No,No,No,60,Driver,Male,29,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Collector Road,No,No,26_to_39,Weekend,Night
20202027,Vic,10,2020,Saturday,18:00,Multiple,No,No,No,40,Motorcycle rider,Male,36,Major Cities of Australia,Melbourne - Inner,Melbourne (C),Arterial Road,No,No,26_to_39,Weekend,Night
20201263,NSW,10,2020,Friday,20:00,Multiple,No,No,No,80,Driver,Female,29,Major Cities of Australia,Central Coast,Central Coast,Local Road,No,No,26_to_39,Weekend,Night
20202187,Vic,10,2020,Wednesday,15:00,Multiple,No,No,Yes,50,Motorcycle rider,Male,25,Major Cities of Australia,Melbourne - Inner,Melbourne (C),Local Road,No,No,17_to_25,Weekday,Day
20203217,Qld,10,2020,Wednesday,6:00,Multiple,No,No,No,80,Motorcycle rider,Male,63,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20202116,Vic,10,2020,Friday,15:00,Single,No,No,No,100,Driver,Male,52,Inner Regional Australia,Hume,Wodonga (C),National or State Highway,No,No,40_to_64,Weekday,Day
20205132,WA,10,2020,Wednesday,6:00,Single,No,No,No,110,Driver,Male,65,,,,,No,No,65_to_74,Weekday,Day
20202093,Vic,10,2020,Monday,15:00,Multiple,No,Yes,No,70,Passenger,Female,69,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges (S),Arterial Road,No,No,65_to_74,Weekday,Day
20202093,Vic,10,2020,Monday,15:00,Multiple,No,Yes,No,70,Driver,Male,72,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges (S),Arterial Road,No,No,65_to_74,Weekday,Day
20205106,WA,10,2020,Friday,14:00,Single,No,No,No,110,Driver,Male,25,,,,,No,No,17_to_25,Weekday,Day
20206015,Tas,10,2020,Friday,12:00,Multiple,No,No,No,110,Passenger,Female,71,Outer Regional Australia,Launceston and North East,Northern Midlands (M),National or State Highway,No,No,65_to_74,Weekday,Day
20202178,Vic,10,2020,Monday,20:00,Single,No,No,Yes,110,Driver,Male,28,Outer Regional Australia,North West,Mildura (RC),National or State Highway,No,No,26_to_39,Weekday,Night
20201114,NSW,10,2020,Tuesday,5:00,Single,No,No,No,110,Driver,Male,35,Inner Regional Australia,Newcastle and Lake Macquarie,Lake Macquarie,National or State Highway,No,No,26_to_39,Weekday,Night
20202134,Vic,10,2020,Thursday,11:00,Multiple,No,No,No,60,Driver,Male,73,Major Cities of Australia,Melbourne - West,Hobsons Bay (C),Local Road,No,No,65_to_74,Weekday,Day
20204015,SA,10,2020,Thursday,23:00,Single,No,No,No,100,Driver,Male,59,Inner Regional Australia,Adelaide - Central and Hills,Mount Barker (DC),Arterial Road,No,No,40_to_64,Weekday,Night
20203182,Qld,10,2020,Wednesday,5:00,Multiple,No,No,Yes,100,Driver,Male,28,Remote Australia,Mackay - Isaac - Whitsunday,Isaac (R),Sub-arterial Road,No,No,26_to_39,Weekday,Night
20202184,Vic,10,2020,Wednesday,17:00,Multiple,No,No,No,80,Driver,Male,78,Major Cities of Australia,Geelong,Greater Geelong (C),Local Road,No,No,75_or_older,Weekday,Day
20202031,Vic,10,2020,Tuesday,23:00,Multiple,No,No,Yes,100,Driver,Male,50,Inner Regional Australia,Shepparton,Greater Shepparton (C),Local Road,No,No,40_to_64,Weekday,Night
20203125,Qld,10,2020,Thursday,11:00,Single,No,No,No,100,Driver,Male,75,Very Remote Australia,Queensland - Outback,Cloncurry (S),National or State Highway,No,No,75_or_older,Weekday,Day
20205135,WA,10,2020,Friday,5:00,Single,No,No,No,90,Driver,Male,18,,,,,No,No,17_to_25,Weekday,Night
20201113,NSW,10,2020,Thursday,18:00,Single,No,No,No,110,Driver,Male,56,Remote Australia,Murray,Hay,National or State Highway,No,No,40_to_64,Weekday,Night
20202127,Vic,10,2020,Thursday,22:00,Multiple,No,No,No,60,Driver,Male,25,Major Cities of Australia,Melbourne - Inner,Port Phillip (C),Arterial Road,No,No,17_to_25,Weekday,Night
20203220,Qld,10,2020,Monday,22:00,Single,No,No,No,60,Passenger,Male,16,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Sub-arterial Road,No,No,0_to_16,Weekday,Night
20201047,NSW,10,2020,Thursday,5:00,Multiple,No,No,No,80,Motorcycle rider,Male,52,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Arterial Road,No,No,40_to_64,Weekday,Night
20201137,NSW,10,2020,Tuesday,11:00,Multiple,No,No,No,50,Motorcycle rider,Male,18,Major Cities of Australia,Illawarra,Wollongong,Local Road,No,No,17_to_25,Weekday,Day
20204016,SA,10,2020,Monday,17:00,Single,No,No,No,80,Motorcycle rider,Male,19,Inner Regional Australia,Adelaide - Central and Hills,Mount Barker (DC),Local Road,No,No,17_to_25,Weekday,Day
20203093,Qld,10,2020,Monday,15:00,Multiple,No,Yes,No,80,Driver,Male,23,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,17_to_25,Weekday,Day
20201186,NSW,10,2020,Thursday,13:00,Single,No,No,No,80,Driver,Male,38,Inner Regional Australia,Capital Region,Hilltops,Local Road,No,No,26_to_39,Weekday,Day
20201233,NSW,10,2020,Friday,16:00,Multiple,No,Yes,No,100,Passenger,Female,37,Inner Regional Australia,Capital Region,Snowy Monaro Regional,National or State Highway,No,No,26_to_39,Weekday,Day
20202085,Vic,10,2020,Friday,15:00,Multiple,No,No,Yes,100,Driver,Female,33,Inner Regional Australia,Latrobe - Gippsland,South Gippsland (S),Access road,No,No,26_to_39,Weekday,Day
20204050,SA,10,2020,Monday,12:00,Single,No,Yes,No,80,Driver,Male,30,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20203024,Qld,10,2020,Friday,11:00,Single,No,No,No,90,Driver,Female,29,Inner Regional Australia,Logan - Beaudesert,Logan (C),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20205109,WA,10,2020,Wednesday,13:00,Multiple,No,Yes,No,70,Driver,Male,27,,,,,No,No,26_to_39,Weekday,Day
20203034,Qld,10,2020,Friday,16:00,Single,No,No,No,80,Motorcycle rider,Male,39,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20203118,Qld,10,2020,Thursday,23:00,Single,No,No,No,80,Driver,Male,22,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Sub-arterial Road,No,No,17_to_25,Weekday,Night
20206027,Tas,10,2020,Wednesday,20:00,Multiple,No,No,No,80,Driver,Female,83,Inner Regional Australia,Hobart,Clarence (C),Sub-arterial Road,No,No,75_or_older,Weekday,Night
20204056,SA,10,2020,Tuesday,23:00,Single,No,No,No,60,Driver,Male,80,Major Cities of Australia,Adelaide - West,Charles Sturt (C),Sub-arterial Road,No,No,75_or_older,Weekday,Night
20203136,Qld,10,2020,Wednesday,8:00,Multiple,No,No,No,100,Driver,Female,79,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday (R),Sub-arterial Road,No,No,75_or_older,Weekday,Day
20206015,Tas,10,2020,Friday,12:00,Multiple,No,No,No,110,Passenger,Female,15,Outer Regional Australia,Launceston and North East,Northern Midlands (M),National or State Highway,No,No,0_to_16,Weekday,Day
20203164,Qld,10,2020,Saturday,20:00,Single,No,No,No,110,Pedestrian,Female,32,Major Cities of Australia,Gold Coast,Gold Coast (C),National or State Highway,No,No,26_to_39,Weekend,Night
20201084,NSW,10,2020,Saturday,2:00,Single,No,Yes,No,110,Pedestrian,Male,39,Outer Regional Australia,Riverina,Cootamundra-Gundagai,National or State Highway,No,No,26_to_39,Weekend,Night
20203174,Qld,10,2020,Sunday,18:00,Single,No,No,No,70,Pedestrian,Male,59,Major Cities of Australia,Brisbane - South,Brisbane (C),National or State Highway,No,No,40_to_64,Weekend,Night
20207004,NT,10,2020,Friday,21:00,Single,No,No,No,70,Pedestrian,Male,37,Outer Regional Australia,Darwin,Darwin (C),Arterial Road,No,No,26_to_39,Weekend,Night
20203023,Qld,10,2020,Sunday,18:00,Single,No,No,Yes,110,Pedestrian,Female,47,Inner Regional Australia,Wide Bay,Gympie (R),,No,No,40_to_64,Weekend,Night
20201179,NSW,10,2020,Wednesday,3:00,Single,No,No,No,50,Driver,Male,18,Major Cities of Australia,Sydney - Parramatta,Cumberland,Arterial Road,No,No,17_to_25,Weekday,Night
20201017,NSW,10,2020,Thursday,21:00,Single,No,No,No,100,Driver,Male,23,Outer Regional Australia,Murray,Greater Hume,Sub-arterial Road,No,No,17_to_25,Weekday,Night
20204075,SA,10,2020,Thursday,2:00,Single,No,No,No,80,Driver,Male,22,Major Cities of Australia,Adelaide - North,Playford (C),National or State Highway,No,No,17_to_25,Weekday,Night
20204012,SA,10,2020,Saturday,15:00,Single,No,No,No,50,Pedestrian,Female,37,Major Cities of Australia,Adelaide - South,Onkaparinga (C),Local Road,No,No,26_to_39,Weekend,Day
20203239,Qld,10,2020,Thursday,21:00,Multiple,No,No,No,80,Driver,Male,25,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-arterial Road,No,No,17_to_25,Weekday,Night
20202164,Vic,10,2020,Sunday,11:00,Single,No,No,No,50,Pedestrian,Male,73,Major Cities of Australia,Melbourne - North West,Hume (C),Collector Road,No,No,65_to_74,Weekend,Day
20203183,Qld,10,2020,Thursday,22:00,Multiple,No,No,No,110,Driver,Male,28,Inner Regional Australia,Wide Bay,Gympie (R),,No,No,26_to_39,Weekday,Night
20202017,Vic,10,2020,Wednesday,7:00,Single,No,No,No,110,Pedestrian,Male,59,Inner Regional Australia,Ballarat,Pyrenees (S),National or State Highway,No,No,40_to_64,Weekday,Day
20201004,NSW,10,2020,Tuesday,9:00,Single,No,No,No,50,Pedestrian,Male,92,Major Cities of Australia,Sydney - Inner South West,Bayside,Local Road,No,No,75_or_older,Weekday,Day
20201106,NSW,9,2020,Saturday,23:00,Multiple,No,No,No,60,Motorcycle rider,Female,27,Major Cities of Australia,Sydney - South West,Liverpool,Arterial Road,No,No,26_to_39,Weekend,Night
20202114,Vic,9,2020,Monday,3:00,Multiple,No,No,No,60,Passenger,Male,16,Inner Regional Australia,Bendigo,Greater Bendigo (C),National or State Highway,No,No,0_to_16,Weekend,Night
20203049,Qld,9,2020,Sunday,18:00,Single,No,No,No,100,Passenger,Female,23,Very Remote Australia,Central Queensland,Central Highlands (R) (Qld),Sub-arterial Road,No,No,17_to_25,Weekend,Night
20202063,Vic,9,2020,Friday,22:00,Single,No,No,No,100,Driver,Female,60,Inner Regional Australia,Latrobe - Gippsland,South Gippsland (S),National or State Highway,No,No,40_to_64,Weekend,Night
20205082,WA,9,2020,Sunday,19:00,Multiple,No,No,No,60,Motorcycle rider,Male,43,,,,,No,No,40_to_64,Weekend,Night
20201228,NSW,9,2020,Friday,23:00,Single,No,No,No,100,Driver,Male,58,Outer Regional Australia,Central West,Weddin,Sub-arterial Road,No,No,40_to_64,Weekend,Night
20203169,Qld,9,2020,Saturday,22:00,Single,No,No,No,100,Driver,Male,57,Outer Regional Australia,Central Queensland,Livingstone (S),National or State Highway,No,No,40_to_64,Weekend,Night
20203106,Qld,9,2020,Saturday,20:00,Multiple,No,No,No,60,Driver,Male,22,Outer Regional Australia,Cairns,Yarrabah (S),Local Road,No,No,17_to_25,Weekend,Night
20203178,Qld,9,2020,Friday,21:00,Single,No,No,No,60,Driver,Male,31,Major Cities of Australia,Ipswich,Ipswich (C),Local Road,No,No,26_to_39,Weekend,Night
20205134,WA,9,2020,Sunday,15:00,Single,No,No,No,80,Motorcycle rider,Male,53,,,,,No,No,40_to_64,Weekend,Day
20205098,WA,9,2020,Saturday,13:00,Single,No,No,No,80,Driver,Female,67,,,,,No,No,65_to_74,Weekend,Day
20202091,Vic,9,2020,Wednesday,23:00,Single,No,No,No,100,Driver,Male,61,Inner Regional Australia,Warrnambool and South West,Corangamite (S),Sub-arterial Road,No,No,40_to_64,Weekday,Night
20203106,Qld,9,2020,Saturday,20:00,Multiple,No,No,No,60,Driver,Male,50,Outer Regional Australia,Cairns,Yarrabah (S),Local Road,No,No,40_to_64,Weekend,Night
20202097,Vic,9,2020,Saturday,22:00,Multiple,No,No,No,80,Driver,Male,21,Major Cities of Australia,Melbourne - West,Wyndham (C),Local Road,No,No,17_to_25,Weekend,Night
20201160,NSW,9,2020,Wednesday,23:00,Single,No,No,No,100,Driver,Male,31,Outer Regional Australia,Riverina,Wagga Wagga,Sub-arterial Road,No,No,26_to_39,Weekday,Night
20203250,Qld,9,2020,Saturday,13:00,Single,No,No,No,100,Driver,Male,30,Outer Regional Australia,Wide Bay,Gympie (R),National or State Highway,No,No,26_to_39,Weekend,Day
20201099,NSW,9,2020,Saturday,10:00,Multiple,No,No,No,80,Motorcycle rider,Male,52,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road,No,No,40_to_64,Weekend,Day
20202179,Vic,9,2020,Saturday,9:00,Single,No,No,No,100,Driver,Male,21,Inner Regional Australia,Shepparton,Campaspe (S),Sub-arterial Road,No,No,17_to_25,Weekend,Day
20201098,NSW,9,2020,Saturday,12:00,Multiple,No,No,No,100,Passenger,Female,4,Outer Regional Australia,New England and North West,Walcha,Sub-arterial Road,No,No,0_to_16,Weekend,Day
20203199,Qld,9,2020,Sunday,12:00,Multiple,No,No,No,80,Driver,Male,56,Outer Regional Australia,Townsville,Burdekin (S),National or State Highway,No,No,40_to_64,Weekend,Day
20202078,Vic,9,2020,Saturday,14:00,Multiple,No,No,No,70,Driver,Female,64,Inner Regional Australia,Bendigo,Macedon Ranges (S),National or State Highway,No,No,40_to_64,Weekend,Day
20203091,Qld,9,2020,Sunday,6:00,Multiple,No,No,Yes,100,Driver,Male,18,Outer Regional Australia,Cairns,Cassowary Coast (R),Sub-arterial Road,No,No,17_to_25,Weekend,Day
20205074,WA,9,2020,Saturday,16:00,Single,No,No,Yes,,Driver,Male,55,,,,,No,No,40_to_64,Weekend,Day
20201016,NSW,9,2020,Friday,18:00,Multiple,No,No,No,100,Driver,Female,69,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,National or State Highway,No,No,65_to_74,Weekend,Night
20203120,Qld,9,2020,Sunday,9:00,Multiple,No,No,No,100,Driver,Male,52,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,40_to_64,Weekend,Day
20205026,WA,9,2020,Sunday,13:00,Multiple,No,No,No,90,Driver,Male,33,,,,,No,No,26_to_39,Weekend,Day
20205026,WA,9,2020,Sunday,13:00,Multiple,No,No,No,90,Passenger,Male,33,,,,,No,No,26_to_39,Weekend,Day
20201098,NSW,9,2020,Saturday,12:00,Multiple,No,No,No,100,Driver,Female,72,Outer Regional Australia,New England and North West,Walcha,Sub-arterial Road,No,No,65_to_74,Weekend,Day
20201189,NSW,9,2020,Saturday,7:00,Multiple,No,Yes,No,80,Motorcycle rider,Male,70,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Collector Road,No,No,65_to_74,Weekend,Day
20203199,Qld,9,2020,Sunday,12:00,Multiple,No,No,No,80,Driver,Male,72,Outer Regional Australia,Townsville,Burdekin (S),National or State Highway,No,No,65_to_74,Weekend,Day
20203199,Qld,9,2020,Sunday,12:00,Multiple,No,No,No,80,Passenger,Female,70,Outer Regional Australia,Townsville,Burdekin (S),National or State Highway,No,No,65_to_74,Weekend,Day
20203073,Qld,9,2020,Saturday,11:00,Single,No,No,No,60,Driver,Female,72,Inner Regional Australia,Wide Bay,South Burnett (R),National or State Highway,No,No,65_to_74,Weekend,Day
20202068,Vic,9,2020,Sunday,8:00,Single,No,No,No,100,Driver,Male,20,Outer Regional Australia,North West,Buloke (S),National or State Highway,No,No,17_to_25,Weekend,Day
20202165,Vic,9,2020,Saturday,17:00,Single,No,No,No,100,Passenger,Male,21,Inner Regional Australia,Shepparton,Greater Shepparton (C),Sub-arterial Road,No,No,17_to_25,Weekend,Day
20205091,WA,9,2020,Friday,18:00,Single,No,No,No,110,Driver,Male,66,,,,,No,No,65_to_74,Weekend,Night
20201089,NSW,9,2020,Thursday,15:00,Single,No,No,No,70,Driver,Male,38,Major Cities of Australia,Sydney - South West,Liverpool,National or State Highway,No,No,26_to_39,Weekday,Day
20208002,ACT,9,2020,Sunday,11:00,Multiple,No,No,No,80,Passenger,Male,30,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road,No,No,26_to_39,Weekend,Day
20201136,NSW,9,2020,Saturday,16:00,Single,No,No,No,100,Motorcycle rider,Male,28,Inner Regional Australia,Capital Region,Eurobodalla,Local Road,No,No,26_to_39,Weekend,Day
20201164,NSW,9,2020,Monday,17:00,Single,No,No,No,100,Driver,Female,31,Outer Regional Australia,Central West,Mid-Western Regional,Arterial Road,No,No,26_to_39,Weekday,Day
20201182,NSW,9,2020,Sunday,23:00,Single,No,No,No,70,Passenger,Male,22,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road,No,No,17_to_25,Weekend,Night
20201182,NSW,9,2020,Sunday,23:00,Single,No,No,No,70,Driver,Male,23,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road,No,No,17_to_25,Weekend,Night
20204057,SA,9,2020,Sunday,20:00,Multiple,No,No,No,100,Driver,Female,21,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie City and Dists (M),Arterial Road,No,No,17_to_25,Weekend,Night
20205004,WA,9,2020,Friday,11:00,Multiple,No,No,No,110,Passenger,Male,29,,,,,No,No,26_to_39,Weekday,Day
20203072,Qld,9,2020,Tuesday,9:00,Multiple,Yes,No,No,60,Motorcycle rider,Male,45,Major Cities of Australia,Brisbane Inner City,Brisbane (C),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20203112,Qld,9,2020,Tuesday,7:00,Multiple,No,No,Yes,80,Driver,Female,45,Outer Regional Australia,Cairns,Cairns (R),National or State Highway,No,No,40_to_64,Weekday,Day
20202188,Vic,9,2020,Wednesday,6:00,Single,No,No,No,80,Driver,Male,46,Major Cities of Australia,Melbourne - Outer East,Knox (C),Arterial Road,No,No,40_to_64,Weekday,Day
20203213,Qld,9,2020,Friday,21:00,Single,No,No,No,100,Driver,Male,25,Outer Regional Australia,Wide Bay,North Burnett (R),Sub-arterial Road,No,No,17_to_25,Weekend,Night
20205039,WA,9,2020,Monday,9:00,Single,No,No,No,110,Motorcycle rider,Male,58,,,,,No,No,40_to_64,Weekday,Day
20201030,NSW,9,2020,Monday,9:00,Multiple,No,No,No,70,Motorcycle rider,Female,52,Major Cities of Australia,Central Coast,Central Coast,National or State Highway,No,No,40_to_64,Weekday,Day
20203146,Qld,9,2020,Sunday,0:00,Single,No,No,No,60,Driver,Male,25,Inner Regional Australia,Wide Bay,Bundaberg (R),Local Road,No,No,17_to_25,Weekend,Night
20201157,NSW,9,2020,Tuesday,17:00,Multiple,Yes,No,No,40,Motorcycle rider,Male,43,Major Cities of Australia,Sydney - City and Inner South,Sydney,Local Road,No,No,40_to_64,Weekday,Day
20208001,ACT,9,2020,Tuesday,7:00,Single,No,No,No,100,Driver,Male,40,Inner Regional Australia,Australian Capital Territory,Unincorporated ACT,Collector Road,No,No,40_to_64,Weekday,Day
20204081,SA,9,2020,Wednesday,12:00,Single,No,No,No,80,Motorcycle rider,Male,31,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Arterial Road,No,No,26_to_39,Weekday,Day
20203039,Qld,9,2020,Sunday,19:00,Multiple,No,No,Yes,100,Driver,Female,28,Inner Regional Australia,Wide Bay,Fraser Coast (R),Sub-arterial Road,No,No,26_to_39,Weekend,Night
20203204,Qld,9,2020,Friday,18:00,Single,No,No,No,80,Motorcycle rider,Male,29,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Sub-arterial Road,No,No,26_to_39,Weekend,Night
20202097,Vic,9,2020,Saturday,22:00,Multiple,No,No,No,80,Driver,Male,27,Major Cities of Australia,Melbourne - West,Wyndham (C),Local Road,No,No,26_to_39,Weekend,Night
20202177,Vic,9,2020,Monday,9:00,Single,No,No,No,50,Driver,Female,53,Inner Regional Australia,Shepparton,Greater Shepparton (C),Collector Road,No,No,40_to_64,Weekday,Day
20201121,NSW,9,2020,Wednesday,12:00,Multiple,No,No,Yes,50,Driver,Female,39,Major Cities of Australia,Sydney - City and Inner South,Bayside,Collector Road,No,No,26_to_39,Weekday,Day
20202146,Vic,9,2020,Tuesday,10:00,Multiple,No,No,No,100,Driver,Male,71,Inner Regional Australia,Ballarat,Ballarat (C),Sub-arterial Road,No,No,65_to_74,Weekday,Day
20201043,NSW,9,2020,Friday,14:00,Single,No,Yes,No,100,Driver,Male,68,Inner Regional Australia,Capital Region,Yass Valley,Arterial Road,No,No,65_to_74,Weekday,Day
20203020,Qld,9,2020,Wednesday,19:00,Single,No,No,No,100,Driver,Male,38,Remote Australia,Queensland - Outback,Cook (S),Collector Road,No,No,26_to_39,Weekday,Night
20201200,NSW,9,2020,Thursday,19:00,Multiple,No,No,No,60,Motorcycle rider,Male,36,Major Cities of Australia,Sydney - City and Inner South,Inner West,Arterial Road,No,No,26_to_39,Weekday,Night
20203012,Qld,9,2020,Monday,15:00,Multiple,No,No,No,60,Driver,Male,76,Inner Regional Australia,Darling Downs - Maranoa,Southern Downs (R),National or State Highway,No,No,75_or_older,Weekday,Day
20201236,NSW,9,2020,Tuesday,10:00,Multiple,No,No,No,100,Passenger,Female,97,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-arterial Road,No,No,75_or_older,Weekday,Day
20203235,Qld,9,2020,Thursday,23:00,Single,No,No,No,100,Driver,Male,31,Outer Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Local Road,No,No,26_to_39,Weekday,Night
20204058,SA,9,2020,Monday,10:00,Multiple,No,No,No,100,Driver,Male,75,Major Cities of Australia,Adelaide - North,Light (RegC),Collector Road,No,No,75_or_older,Weekday,Day
20201072,NSW,9,2020,Wednesday,5:00,Multiple,No,No,No,70,Motorcycle rider,Male,45,Major Cities of Australia,Sydney - Parramatta,Cumberland,National or State Highway,No,No,40_to_64,Weekday,Night
20203100,Qld,9,2020,Thursday,22:00,Single,No,No,No,100,Driver,Male,45,Very Remote Australia,Queensland - Outback,Cloncurry (S),National or State Highway,No,No,40_to_64,Weekday,Night
20203218,Qld,9,2020,Monday,18:00,Multiple,No,No,No,60,Driver,Male,50,Major Cities of Australia,Brisbane - South,Brisbane (C),Sub-arterial Road,No,No,40_to_64,Weekday,Night
20201031,NSW,9,2020,Thursday,22:00,Multiple,No,No,Yes,110,Driver,Male,57,Inner Regional Australia,Capital Region,Yass Valley,National or State Highway,No,No,40_to_64,Weekday,Night
20203180,Qld,9,2020,Friday,9:00,Single,No,No,No,70,Driver,Male,21,Outer Regional Australia,Queensland - Outback,Mareeba (S),Local Road,No,No,17_to_25,Weekday,Day
20202169,Vic,9,2020,Tuesday,17:00,Single,No,No,No,60,Other/-9,Female,20,Major Cities of Australia,Melbourne - Inner East,Boroondara (C),Sub-arterial Road,No,No,17_to_25,Weekday,Day
20201081,NSW,9,2020,Monday,10:00,Multiple,No,No,No,80,Driver,Male,84,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Local Road,No,No,75_or_older,Weekday,Day
20201008,NSW,9,2020,Monday,12:00,Multiple,No,No,No,50,Driver,Female,83,Major Cities of Australia,Sydney - Eastern Suburbs,Randwick,Local Road,No,No,75_or_older,Weekday,Day
20201020,NSW,9,2020,Tuesday,10:00,Single,No,No,No,100,Driver,Male,84,Remote Australia,New England and North West,Narrabri,Arterial Road,No,No,75_or_older,Weekday,Day
